연월,customer_id,cnt
2018-05,AS917021,1
2018-05,AS918302,7
2018-05,AS920111,6
2018-05,AS924898,8
2018-05,AS926099,5
2018-05,AS926104,5
2018-05,AS928923,5
2018-05,AS929382,1
2018-05,AS929514,5
2018-05,AS931323,1
2018-05,AS931712,1
2018-05,AS933597,3
2018-05,AS934534,2
2018-05,AS936602,7
2018-05,AS941998,6
2018-05,AS942939,7
2018-05,AS945488,5
2018-05,AS946582,4
2018-05,AS950313,4
2018-05,AS961301,4
2018-05,AS963520,6
2018-05,AS963873,8
2018-05,AS969133,6
2018-05,AS970810,4
2018-05,AS977127,6
2018-05,AS978283,3
2018-05,AS981537,10
2018-05,AS984922,6
2018-05,AS988792,7
2018-05,AS988921,7
2018-05,AS992593,6
2018-05,AS992895,3
2018-05,AS994696,5
2018-05,AS995937,7
2018-05,AS997107,7
2018-05,AS998566,5
2018-05,GD001473,6
2018-05,GD001777,5
2018-05,GD001932,10
2018-05,GD004422,4
2018-05,GD009242,5
2018-05,GD010455,3
2018-05,GD012037,6
2018-05,GD020270,4
2018-05,GD022268,5
2018-05,GD024299,5
2018-05,GD025393,9
2018-05,GD029159,3
2018-05,GD032887,3
2018-05,GD038969,5
2018-05,GD039425,6
2018-05,GD040768,7
2018-05,GD045563,5
2018-05,GD049091,1
2018-05,GD057803,2
2018-05,GD059086,8
2018-05,GD064521,4
2018-05,GD065188,6
2018-05,GD067591,6
2018-05,GD069878,7
2018-05,GD070247,6
2018-05,GD080608,8
2018-05,GD081993,8
2018-05,GD082396,7
2018-05,GD082530,8
2018-05,GD083655,4
2018-05,GD084870,2
2018-05,GD085038,4
2018-05,GD086932,8
2018-05,GD087620,2
2018-05,GD094886,3
2018-05,GD095067,4
2018-05,GD098851,7
2018-05,GD099906,3
2018-05,GD100850,4
2018-05,GD106268,5
2018-05,GD106824,8
2018-05,GD109842,10
2018-05,GD110372,8
2018-05,GD112262,5
2018-05,GD114852,7
2018-05,GD115359,6
2018-05,GD115456,6
2018-05,GD125079,3
2018-05,GD126264,4
2018-05,GD126553,3
2018-05,GD134164,8
2018-05,GD138948,3
2018-05,GD139130,9
2018-05,GD141355,2
2018-05,GD141776,6
2018-05,GD149816,2
2018-05,GD151877,3
2018-05,GD152639,7
2018-05,GD155364,5
2018-05,GD161261,6
2018-05,GD163149,2
2018-05,GD163914,4
2018-05,GD164396,9
2018-05,GD165203,7
2018-05,GD171613,7
2018-05,GD172092,8
2018-05,GD172600,5
2018-05,GD173197,3
2018-05,GD174095,8
2018-05,GD174951,9
2018-05,GD176879,6
2018-05,GD181791,4
2018-05,GD182990,3
2018-05,GD183457,5
2018-05,GD191589,3
2018-05,GD194770,4
2018-05,GD198467,8
2018-05,GD203795,9
2018-05,GD206745,7
2018-05,GD210507,6
2018-05,GD212992,5
2018-05,GD214739,5
2018-05,GD216317,5
2018-05,GD221439,7
2018-05,GD223514,5
2018-05,GD227601,6
2018-05,GD228250,5
2018-05,GD230002,6
2018-05,GD230222,6
2018-05,GD235669,6
2018-05,GD238607,7
2018-05,GD238730,2
2018-05,GD257285,6
2018-05,GD257904,4
2018-05,GD258009,8
2018-05,GD261077,7
2018-05,GD262737,10
2018-05,GD264669,8
2018-05,GD266112,3
2018-05,GD269619,7
2018-05,GD280871,4
2018-05,GD283718,3
2018-05,GD289305,4
2018-05,GD289362,9
2018-05,GD292781,4
2018-05,GD295789,8
2018-05,GD296025,11
2018-05,GD296555,4
2018-05,GD297149,4
2018-05,GD298325,4
2018-05,GD306378,4
2018-05,GD309433,4
2018-05,GD311895,5
2018-05,GD316791,9
2018-05,GD316957,9
2018-05,GD323300,5
2018-05,GD323923,3
2018-05,GD325851,9
2018-05,GD326524,6
2018-05,GD332587,1
2018-05,GD332889,1
2018-05,GD341063,9
2018-05,GD343618,8
2018-05,GD350258,2
2018-05,GD350549,6
2018-05,GD360440,5
2018-05,GD361244,6
2018-05,GD362521,1
2018-05,GD364043,6
2018-05,GD366297,10
2018-05,GD370248,1
2018-05,GD373372,7
2018-05,GD375438,6
2018-05,GD376049,9
2018-05,GD378149,8
2018-05,GD381952,5
2018-05,GD382390,7
2018-05,GD387236,6
2018-05,GD390290,4
2018-05,GD390442,3
2018-05,GD394435,7
2018-05,GD398206,6
2018-05,GD401034,4
2018-05,GD401728,7
2018-05,GD406715,5
2018-05,GD408230,6
2018-05,GD411680,5
2018-05,GD413362,2
2018-05,GD418230,4
2018-05,GD420163,2
2018-05,GD428351,4
2018-05,GD434239,3
2018-05,GD437531,4
2018-05,GD438627,5
2018-05,GD439332,4
2018-05,GD452640,7
2018-05,GD454723,5
2018-05,GD455671,3
2018-05,GD459648,3
2018-05,GD462507,10
2018-05,GD462611,4
2018-05,GD470986,4
2018-05,GD471767,5
2018-05,GD475433,9
2018-05,GD477802,9
2018-05,GD479069,5
2018-05,GD479253,6
2018-05,GD479679,5
2018-05,GD484864,4
2018-05,GD489148,7
2018-05,GD489678,5
2018-05,GD492710,10
2018-05,GD513608,1
2018-05,GD516585,8
2018-05,GD518115,5
2018-05,GD523289,8
2018-05,GD531348,4
2018-05,GD531554,4
2018-05,GD536257,1
2018-05,GD537137,3
2018-05,GD537233,4
2018-05,GD547144,8
2018-05,GD555235,3
2018-05,GD563129,11
2018-05,GD563242,10
2018-05,GD573130,1
2018-05,GD574013,6
2018-05,GD574177,7
2018-05,GD574697,2
2018-05,GD574867,7
2018-05,GD574913,2
2018-05,GD575423,6
2018-05,GD582469,3
2018-05,GD585679,8
2018-05,GD587474,5
2018-05,GD589615,4
2018-05,GD594854,10
2018-05,GD595676,8
2018-05,GD598089,5
2018-05,GD608565,8
2018-05,GD614242,4
2018-05,GD615902,8
2018-05,GD619319,7
2018-05,GD620721,6
2018-05,GD620805,5
2018-05,GD622254,5
2018-05,GD623309,4
2018-05,GD624477,2
2018-05,GD628310,5
2018-05,GD631254,2
2018-05,GD635322,6
2018-05,GD635509,4
2018-05,GD638385,2
2018-05,GD639016,6
2018-05,GD639344,5
2018-05,GD639619,6
2018-05,GD640316,1
2018-05,GD646501,5
2018-05,GD648354,7
2018-05,GD649455,3
2018-05,GD655061,5
2018-05,GD665518,2
2018-05,GD670693,5
2018-05,GD671138,3
2018-05,GD672003,6
2018-05,GD672303,4
2018-05,GD676928,6
2018-05,GD687485,5
2018-05,GD687670,2
2018-05,GD691243,4
2018-05,GD693914,5
2018-05,GD695696,5
2018-05,GD699747,4
2018-05,GD699826,5
2018-05,GD700354,10
2018-05,GD700587,8
2018-05,GD700613,6
2018-05,GD701512,4
2018-05,GD703244,6
2018-05,GD703449,7
2018-05,GD705390,2
2018-05,GD706415,7
2018-05,GD710390,6
2018-05,GD711631,3
2018-05,GD716223,7
2018-05,GD719026,9
2018-05,GD719151,6
2018-05,GD721751,6
2018-05,GD725111,2
2018-05,GD728611,3
2018-05,GD728833,2
2018-05,GD733240,3
2018-05,GD735013,7
2018-05,GD738015,7
2018-05,GD741058,5
2018-05,GD749335,5
2018-05,GD754725,1
2018-05,GD761011,6
2018-05,GD762120,2
2018-05,GD762671,9
2018-05,GD763218,3
2018-05,GD763258,2
2018-05,GD766190,9
2018-05,GD766769,9
2018-05,GD768522,5
2018-05,GD768855,3
2018-05,GD770166,1
2018-05,GD778254,10
2018-05,GD781025,6
2018-05,GD784657,5
2018-05,GD788407,5
2018-05,GD788422,6
2018-05,GD796301,7
2018-05,GD797764,8
2018-05,GD804357,5
2018-05,GD806895,7
2018-05,GD807714,9
2018-05,GD809807,8
2018-05,GD809947,9
2018-05,GD812059,5
2018-05,GD812702,5
2018-05,GD812922,7
2018-05,GD813654,2
2018-05,GD819153,6
2018-05,GD821903,11
2018-05,GD825223,7
2018-05,GD837157,7
2018-05,GD840219,1
2018-05,GD843057,8
2018-05,GD843424,1
2018-05,GD843695,6
2018-05,GD844529,8
2018-05,GD849803,3
2018-05,GD852474,9
2018-05,GD859439,3
2018-05,GD862018,2
2018-05,GD862639,1
2018-05,GD862688,8
2018-05,GD864823,8
2018-05,GD866704,6
2018-05,GD868389,8
2018-05,GD868574,2
2018-05,GD869479,2
2018-05,GD870808,9
2018-05,GD873389,8
2018-05,GD876521,5
2018-05,GD877201,4
2018-05,GD879805,5
2018-05,GD883603,5
2018-05,GD885447,7
2018-05,GD886475,7
2018-05,GD887148,5
2018-05,GD892565,9
2018-05,GD897249,6
2018-05,GD900956,5
2018-05,GD903830,8
2018-05,GD908843,6
2018-05,GD911889,5
2018-05,GD912745,7
2018-05,GD913324,11
2018-05,GD914874,4
2018-05,GD915723,5
2018-05,GD921810,6
2018-05,GD930782,4
2018-05,GD931906,10
2018-05,GD933293,5
2018-05,GD934041,4
2018-05,GD943344,4
2018-05,GD946202,4
2018-05,GD947493,5
2018-05,GD951332,6
2018-05,GD960674,12
2018-05,GD962470,7
2018-05,GD964685,5
2018-05,GD967749,4
2018-05,GD968549,4
2018-05,GD969310,2
2018-05,GD970368,6
2018-05,GD972640,6
2018-05,GD973384,9
2018-05,GD975752,5
2018-05,GD979485,5
2018-05,GD987989,7
2018-05,GD994213,5
2018-05,GD998772,3
2018-05,HD000022,5
2018-05,HD003152,5
2018-05,HD006808,7
2018-05,HD012547,3
2018-05,HD012845,3
2018-05,HD014166,2
2018-05,HD019297,5
2018-05,HD020326,4
2018-05,HD024127,7
2018-05,HD030810,6
2018-05,HD032015,10
2018-05,HD035366,4
2018-05,HD035838,7
2018-05,HD037991,4
2018-05,HD044222,6
2018-05,HD044319,4
2018-05,HD048025,3
2018-05,HD052411,3
2018-05,HD052466,6
2018-05,HD053694,8
2018-05,HD055368,8
2018-05,HD055792,5
2018-05,HD056820,6
2018-05,HD068817,4
2018-05,HD069512,5
2018-05,HD069655,5
2018-05,HD069769,6
2018-05,HD070115,6
2018-05,HD074397,4
2018-05,HD074404,5
2018-05,HD079011,6
2018-05,HD084175,8
2018-05,HD089565,5
2018-05,HD094734,9
2018-05,HD094887,3
2018-05,HD095957,5
2018-05,HD096925,6
2018-05,HD096953,11
2018-05,HD099859,5
2018-05,HD101700,5
2018-05,HD101792,4
2018-05,HD104614,8
2018-05,HD109539,3
2018-05,HD112851,5
2018-05,HD113386,7
2018-05,HD117235,7
2018-05,HD120698,3
2018-05,HD121067,4
2018-05,HD124235,3
2018-05,HD124700,6
2018-05,HD134052,2
2018-05,HD134433,5
2018-05,HD134597,2
2018-05,HD137947,5
2018-05,HD139654,5
2018-05,HD140190,3
2018-05,HD145501,7
2018-05,HD146199,9
2018-05,HD147072,10
2018-05,HD148659,7
2018-05,HD155154,5
2018-05,HD156305,7
2018-05,HD160543,7
2018-05,HD165212,6
2018-05,HD167407,8
2018-05,HD171678,1
2018-05,HD176214,2
2018-05,HD177050,4
2018-05,HD184011,8
2018-05,HD186795,4
2018-05,HD187665,8
2018-05,HD188491,7
2018-05,HD194702,8
2018-05,HD200554,5
2018-05,HD200782,7
2018-05,HD203527,7
2018-05,HD206448,5
2018-05,HD210141,5
2018-05,HD214175,9
2018-05,HD216701,5
2018-05,HD218552,7
2018-05,HD218670,3
2018-05,HD218970,7
2018-05,HD221159,6
2018-05,HD242691,5
2018-05,HD244526,5
2018-05,HD245568,10
2018-05,HD250394,4
2018-05,HD252906,5
2018-05,HD253398,3
2018-05,HD256907,2
2018-05,HD262708,4
2018-05,HD262908,4
2018-05,HD263348,4
2018-05,HD264361,7
2018-05,HD268516,3
2018-05,HD268534,9
2018-05,HD272401,6
2018-05,HD277392,9
2018-05,HD280205,6
2018-05,HD281795,6
2018-05,HD285695,3
2018-05,HD287652,3
2018-05,HD289026,2
2018-05,HD290947,7
2018-05,HD292217,5
2018-05,HD293656,9
2018-05,HD294856,5
2018-05,HD295267,5
2018-05,HD295608,8
2018-05,HD296157,7
2018-05,HD296847,4
2018-05,HD298120,5
2018-05,HD305029,5
2018-05,HD307544,6
2018-05,HD309501,3
2018-05,HD312137,3
2018-05,HD313841,6
2018-05,HD314081,8
2018-05,HD315748,3
2018-05,HD316308,4
2018-05,HD319220,4
2018-05,HD320060,5
2018-05,HD321275,8
2018-05,HD321813,5
2018-05,HD327348,5
2018-05,HD327582,5
2018-05,HD332594,7
2018-05,HD333051,6
2018-05,HD333063,8
2018-05,HD333544,2
2018-05,HD333962,6
2018-05,HD335580,5
2018-05,HD338928,3
2018-05,HD344670,3
2018-05,HD344852,2
2018-05,HD348931,6
2018-05,HD349501,5
2018-05,HD351145,6
2018-05,HD351414,6
2018-05,HD359876,8
2018-05,HD361714,5
2018-05,HD364928,7
2018-05,HD364970,6
2018-05,HD369528,7
2018-05,HD372669,1
2018-05,HD374247,4
2018-05,HD376302,4
2018-05,HD378274,6
2018-05,HD379875,7
2018-05,HD384128,8
2018-05,HD387344,5
2018-05,HD391766,4
2018-05,HD394739,8
2018-05,HD397050,5
2018-05,HD402002,6
2018-05,HD403941,6
2018-05,HD405727,3
2018-05,HD408536,8
2018-05,HD410257,7
2018-05,HD424190,6
2018-05,HD426886,8
2018-05,HD430949,6
2018-05,HD432390,7
2018-05,HD434034,5
2018-05,HD434417,7
2018-05,HD436260,8
2018-05,HD437482,8
2018-05,HD443173,9
2018-05,HD453100,5
2018-05,HD453390,2
2018-05,HD454734,6
2018-05,HD455858,6
2018-05,HD456541,8
2018-05,HD457136,9
2018-05,HD458438,4
2018-05,HD459783,6
2018-05,HD459890,9
2018-05,HD460027,5
2018-05,HD460338,8
2018-05,HD465982,7
2018-05,HD467920,5
2018-05,HD471103,6
2018-05,HD472052,5
2018-05,HD472114,3
2018-05,HD475088,7
2018-05,HD476406,6
2018-05,HD476620,2
2018-05,HD477288,5
2018-05,HD478215,4
2018-05,HD484088,3
2018-05,HD487220,9
2018-05,HD487840,10
2018-05,HD487976,5
2018-05,HD491284,4
2018-05,HD492524,1
2018-05,HD493357,8
2018-05,HD498491,7
2018-05,HD500688,8
2018-05,HD508159,1
2018-05,HD509061,4
2018-05,HD509520,9
2018-05,HD511288,5
2018-05,HD513936,5
2018-05,HD516059,7
2018-05,HD523855,7
2018-05,HD528660,6
2018-05,HD530464,3
2018-05,HD532552,4
2018-05,HD537011,6
2018-05,HD537465,2
2018-05,HD541285,4
2018-05,HD544369,6
2018-05,HD550869,4
2018-05,HD552859,7
2018-05,HD557689,7
2018-05,HD559223,5
2018-05,HD561131,4
2018-05,HD561717,9
2018-05,HD566204,1
2018-05,HD567544,3
2018-05,HD571515,9
2018-05,HD572934,6
2018-05,HD573624,5
2018-05,HD574185,5
2018-05,HD576900,4
2018-05,HD580454,7
2018-05,HD581148,5
2018-05,HD587331,8
2018-05,HD595882,9
2018-05,HD597545,3
2018-05,HD600586,9
2018-05,HD611284,5
2018-05,HD618344,6
2018-05,HD619719,5
2018-05,HD620437,5
2018-05,HD623640,9
2018-05,HD624279,7
2018-05,HD625027,8
2018-05,HD625038,5
2018-05,HD631824,7
2018-05,HD634356,5
2018-05,HD634523,6
2018-05,HD640143,10
2018-05,HD642174,7
2018-05,HD643188,6
2018-05,HD647688,4
2018-05,HD649306,2
2018-05,HD651604,8
2018-05,HD653952,7
2018-05,HD660433,3
2018-05,HD661448,6
2018-05,HD666225,6
2018-05,HD666936,7
2018-05,HD671982,6
2018-05,HD672719,4
2018-05,HD673900,5
2018-05,HD677309,5
2018-05,HD677310,4
2018-05,HD685879,10
2018-05,HD691471,6
2018-05,HD691675,8
2018-05,HD692017,2
2018-05,HD693609,7
2018-05,HD699115,5
2018-05,HD703830,5
2018-05,HD703891,10
2018-05,HD707231,12
2018-05,HD707253,10
2018-05,HD708558,7
2018-05,HD710658,6
2018-05,HD712372,6
2018-05,HD715012,7
2018-05,HD717249,7
2018-05,HD719737,4
2018-05,HD720343,4
2018-05,HD721014,5
2018-05,HD722558,6
2018-05,HD722956,4
2018-05,HD725527,4
2018-05,HD727444,6
2018-05,HD727632,8
2018-05,HD730447,6
2018-05,HD733934,6
2018-05,HD734129,3
2018-05,HD734433,3
2018-05,HD736119,8
2018-05,HD739338,6
2018-05,HD742096,9
2018-05,HD743252,6
2018-05,HD743673,7
2018-05,HD744684,6
2018-05,HD745359,10
2018-05,HD747321,8
2018-05,HD747377,5
2018-05,HD749546,4
2018-05,HD751493,8
2018-05,HD753835,4
2018-05,HD759692,8
2018-05,HD760983,5
2018-05,HD762188,3
2018-05,HD765436,9
2018-05,HD765554,8
2018-05,HD766838,4
2018-05,HD767334,7
2018-05,HD767925,4
2018-05,HD768386,6
2018-05,HD769845,2
2018-05,HD771279,6
2018-05,HD772140,2
2018-05,HD775663,4
2018-05,HD777083,6
2018-05,HD778015,9
2018-05,HD782984,2
2018-05,HD788375,9
2018-05,HD792156,4
2018-05,HD793729,10
2018-05,HD799859,7
2018-05,HD801142,2
2018-05,HD801821,7
2018-05,HD802058,8
2018-05,HD802475,3
2018-05,HD804041,9
2018-05,HD805503,9
2018-05,HD805772,3
2018-05,HD807553,4
2018-05,HD809345,3
2018-05,HD810948,3
2018-05,HD812799,7
2018-05,HD814444,8
2018-05,HD819739,5
2018-05,HD822643,2
2018-05,HD822984,5
2018-05,HD824079,5
2018-05,HD826767,6
2018-05,HD828510,12
2018-05,HD831023,4
2018-05,HD834340,2
2018-05,HD834387,9
2018-05,HD837482,7
2018-05,HD842881,6
2018-05,HD845119,4
2018-05,HD845666,4
2018-05,HD845983,4
2018-05,HD847713,3
2018-05,HD848426,8
2018-05,HD849426,5
2018-05,HD852520,11
2018-05,HD853800,5
2018-05,HD858116,4
2018-05,HD862235,4
2018-05,HD862369,6
2018-05,HD862903,4
2018-05,HD864300,8
2018-05,HD867363,4
2018-05,HD867526,5
2018-05,HD874104,7
2018-05,HD875558,6
2018-05,HD876492,3
2018-05,HD877359,8
2018-05,HD882805,5
2018-05,HD888412,8
2018-05,HD893022,8
2018-05,HD893931,5
2018-05,HD894637,4
2018-05,HD896542,5
2018-05,HD901734,8
2018-05,HD903528,7
2018-05,HD907996,8
2018-05,HD914078,4
2018-05,HD919452,7
2018-05,HD920211,7
2018-05,HD921002,7
2018-05,HD925731,9
2018-05,HD926451,8
2018-05,HD935075,8
2018-05,HD944406,10
2018-05,HD944583,4
2018-05,HD952062,5
2018-05,HD952315,2
2018-05,HD957073,6
2018-05,HD957429,8
2018-05,HD959899,5
2018-05,HD961587,4
2018-05,HD964603,3
2018-05,HD973885,4
2018-05,HD981197,7
2018-05,HD981821,6
2018-05,HD981950,4
2018-05,HD982676,4
2018-05,HD982934,7
2018-05,HD984626,6
2018-05,HD984838,5
2018-05,HD988129,6
2018-05,HD995428,4
2018-05,HD997786,6
2018-05,HI001877,7
2018-05,HI003514,3
2018-05,HI013029,8
2018-05,HI013994,6
2018-05,HI014891,6
2018-05,HI015767,7
2018-05,HI020083,3
2018-05,HI020478,10
2018-05,HI024535,9
2018-05,HI027437,7
2018-05,HI047229,4
2018-05,HI048967,8
2018-05,HI049184,5
2018-05,HI050493,4
2018-05,HI056567,2
2018-05,HI058807,10
2018-05,HI059355,5
2018-05,HI061526,3
2018-05,HI066401,6
2018-05,HI069246,3
2018-05,HI069935,6
2018-05,HI072340,5
2018-05,HI073600,5
2018-05,HI084482,6
2018-05,HI085532,4
2018-05,HI086872,4
2018-05,HI088281,4
2018-05,HI088451,8
2018-05,HI089467,6
2018-05,HI092194,3
2018-05,HI098767,4
2018-05,HI101829,5
2018-05,HI103175,7
2018-05,HI104906,2
2018-05,HI106422,6
2018-05,HI107999,7
2018-05,HI108402,1
2018-05,HI109765,7
2018-05,HI113055,7
2018-05,HI121657,2
2018-05,HI128243,3
2018-05,HI128344,4
2018-05,HI140097,7
2018-05,HI140455,7
2018-05,HI142283,5
2018-05,HI142296,5
2018-05,HI142388,4
2018-05,HI145167,5
2018-05,HI146430,2
2018-05,HI147428,4
2018-05,HI150416,5
2018-05,HI150906,4
2018-05,HI151205,5
2018-05,HI151334,8
2018-05,HI151922,4
2018-05,HI153809,5
2018-05,HI155985,4
2018-05,HI158085,7
2018-05,HI161247,5
2018-05,HI162012,6
2018-05,HI162853,5
2018-05,HI168292,5
2018-05,HI169357,7
2018-05,HI173027,2
2018-05,HI174281,10
2018-05,HI181507,8
2018-05,HI181600,3
2018-05,HI181798,2
2018-05,HI183239,6
2018-05,HI183246,4
2018-05,HI184156,8
2018-05,HI184733,3
2018-05,HI188968,3
2018-05,HI193026,2
2018-05,HI195873,4
2018-05,HI196175,5
2018-05,HI201295,7
2018-05,HI201910,5
2018-05,HI207536,3
2018-05,HI207932,3
2018-05,HI213334,11
2018-05,HI214680,9
2018-05,HI215420,4
2018-05,HI216184,6
2018-05,HI216412,6
2018-05,HI227285,4
2018-05,HI228454,3
2018-05,HI229277,7
2018-05,HI233749,6
2018-05,HI235051,6
2018-05,HI237883,6
2018-05,HI238760,9
2018-05,HI244067,4
2018-05,HI245631,4
2018-05,HI245995,5
2018-05,HI246799,9
2018-05,HI246920,6
2018-05,HI247770,9
2018-05,HI248417,1
2018-05,HI253328,7
2018-05,HI260363,9
2018-05,HI263548,4
2018-05,HI263602,7
2018-05,HI265189,3
2018-05,HI270880,7
2018-05,HI272887,5
2018-05,HI273985,9
2018-05,HI275161,7
2018-05,HI288209,9
2018-05,HI292442,7
2018-05,HI292858,9
2018-05,HI297129,6
2018-05,HI302801,9
2018-05,HI305974,6
2018-05,HI311281,11
2018-05,HI321252,6
2018-05,HI322689,7
2018-05,HI323901,6
2018-05,HI324110,4
2018-05,HI324381,7
2018-05,HI324666,3
2018-05,HI328204,2
2018-05,HI331377,7
2018-05,HI331484,2
2018-05,HI337186,2
2018-05,HI337854,6
2018-05,HI338198,4
2018-05,HI338427,8
2018-05,HI339146,7
2018-05,HI340865,10
2018-05,HI342075,3
2018-05,HI349563,9
2018-05,HI352145,7
2018-05,HI355741,8
2018-05,HI360754,4
2018-05,HI361018,5
2018-05,HI363056,4
2018-05,HI367242,10
2018-05,HI368031,8
2018-05,HI372505,10
2018-05,HI373091,4
2018-05,HI373547,3
2018-05,HI374524,7
2018-05,HI375298,4
2018-05,HI376364,4
2018-05,HI377541,6
2018-05,HI378471,5
2018-05,HI383326,6
2018-05,HI387953,5
2018-05,HI388582,4
2018-05,HI388967,6
2018-05,HI390909,6
2018-05,HI393943,6
2018-05,HI394229,5
2018-05,HI402317,5
2018-05,HI402432,8
2018-05,HI402688,7
2018-05,HI403116,7
2018-05,HI403631,8
2018-05,HI405166,7
2018-05,HI405294,5
2018-05,HI405733,3
2018-05,HI408835,7
2018-05,HI412057,1
2018-05,HI421707,9
2018-05,HI421757,6
2018-05,HI428108,8
2018-05,HI431223,4
2018-05,HI441426,6
2018-05,HI442697,7
2018-05,HI443421,1
2018-05,HI446535,6
2018-05,HI450069,3
2018-05,HI456699,9
2018-05,HI457483,3
2018-05,HI459439,8
2018-05,HI466749,6
2018-05,HI467357,2
2018-05,HI468152,6
2018-05,HI468227,4
2018-05,HI470508,8
2018-05,HI471204,4
2018-05,HI474778,8
2018-05,HI475753,6
2018-05,HI477055,5
2018-05,HI481405,7
2018-05,HI483820,7
2018-05,HI486531,9
2018-05,HI488123,9
2018-05,HI488259,5
2018-05,HI491504,3
2018-05,HI491991,6
2018-05,HI492596,4
2018-05,HI493527,5
2018-05,HI494466,9
2018-05,HI499195,5
2018-05,HI500662,7
2018-05,HI501312,3
2018-05,HI501814,5
2018-05,HI505696,5
2018-05,HI506119,5
2018-05,HI515080,6
2018-05,HI516704,7
2018-05,HI518408,8
2018-05,HI521002,3
2018-05,HI525146,1
2018-05,HI525283,4
2018-05,HI525851,6
2018-05,HI527630,9
2018-05,HI529562,3
2018-05,HI531972,3
2018-05,HI539181,7
2018-05,HI543206,5
2018-05,HI549569,2
2018-05,HI554088,1
2018-05,HI555012,4
2018-05,HI557133,6
2018-05,HI557617,5
2018-05,HI559946,3
2018-05,HI561218,7
2018-05,HI562740,8
2018-05,HI563460,4
2018-05,HI564909,6
2018-05,HI567520,7
2018-05,HI570258,6
2018-05,HI570349,5
2018-05,HI573797,3
2018-05,HI574446,6
2018-05,HI575026,10
2018-05,HI576699,9
2018-05,HI576763,3
2018-05,HI580283,6
2018-05,HI582217,4
2018-05,HI583705,5
2018-05,HI584203,3
2018-05,HI585606,4
2018-05,HI592803,2
2018-05,HI595550,6
2018-05,HI596179,5
2018-05,HI598974,4
2018-05,HI599756,2
2018-05,HI599889,6
2018-05,HI599892,9
2018-05,HI602995,10
2018-05,HI604733,7
2018-05,HI606225,5
2018-05,HI606358,8
2018-05,HI606562,8
2018-05,HI607042,3
2018-05,HI614861,6
2018-05,HI615379,4
2018-05,HI618824,6
2018-05,HI628557,2
2018-05,HI630247,8
2018-05,HI630523,8
2018-05,HI630678,7
2018-05,HI631124,3
2018-05,HI635742,5
2018-05,HI635804,6
2018-05,HI636571,6
2018-05,HI636994,4
2018-05,HI637417,4
2018-05,HI637811,10
2018-05,HI639424,3
2018-05,HI639915,4
2018-05,HI643983,5
2018-05,HI648498,5
2018-05,HI650178,3
2018-05,HI650765,7
2018-05,HI652401,7
2018-05,HI652550,9
2018-05,HI653573,5
2018-05,HI654756,5
2018-05,HI655649,4
2018-05,HI657393,7
2018-05,HI658527,2
2018-05,HI664739,9
2018-05,HI673538,7
2018-05,HI683278,4
2018-05,HI693441,6
2018-05,HI697849,5
2018-05,HI698264,5
2018-05,HI699568,3
2018-05,HI702171,7
2018-05,HI708658,4
2018-05,HI713218,5
2018-05,HI713224,3
2018-05,HI717281,4
2018-05,HI720107,5
2018-05,HI720757,3
2018-05,HI728364,4
2018-05,HI728754,6
2018-05,HI732386,10
2018-05,HI735675,7
2018-05,HI735866,5
2018-05,HI736424,2
2018-05,HI739497,4
2018-05,HI740503,6
2018-05,HI749296,3
2018-05,HI752359,6
2018-05,HI754520,4
2018-05,HI755073,7
2018-05,HI755349,2
2018-05,HI764799,3
2018-05,HI765956,5
2018-05,HI769940,4
2018-05,HI770890,7
2018-05,HI777528,3
2018-05,HI777712,7
2018-05,HI778223,3
2018-05,HI779743,2
2018-05,HI784027,12
2018-05,HI791682,1
2018-05,HI792024,5
2018-05,HI795669,9
2018-05,HI798295,5
2018-05,HI802082,8
2018-05,HI802716,7
2018-05,HI804186,6
2018-05,HI811171,10
2018-05,HI813166,5
2018-05,HI813237,3
2018-05,HI818090,7
2018-05,HI821087,4
2018-05,HI823009,7
2018-05,HI826338,3
2018-05,HI828919,4
2018-05,HI830026,2
2018-05,HI835158,2
2018-05,HI841207,6
2018-05,HI844112,7
2018-05,HI846961,5
2018-05,HI849593,2
2018-05,HI852974,9
2018-05,HI853357,4
2018-05,HI859298,4
2018-05,HI859532,6
2018-05,HI861442,4
2018-05,HI864224,2
2018-05,HI866614,11
2018-05,HI866646,5
2018-05,HI871259,2
2018-05,HI873127,10
2018-05,HI878806,8
2018-05,HI879414,4
2018-05,HI880150,5
2018-05,HI886359,5
2018-05,HI886725,8
2018-05,HI888272,3
2018-05,HI889198,6
2018-05,HI893036,11
2018-05,HI896174,4
2018-05,HI900494,7
2018-05,HI911192,3
2018-05,HI911254,5
2018-05,HI912202,2
2018-05,HI914848,3
2018-05,HI914925,8
2018-05,HI918101,3
2018-05,HI919320,9
2018-05,HI920533,8
2018-05,HI921882,7
2018-05,HI923060,7
2018-05,HI928274,2
2018-05,HI929904,5
2018-05,HI933949,5
2018-05,HI934540,5
2018-05,HI939855,1
2018-05,HI940182,8
2018-05,HI949100,8
2018-05,HI954427,1
2018-05,HI957106,4
2018-05,HI957144,9
2018-05,HI959268,5
2018-05,HI963277,3
2018-05,HI964680,7
2018-05,HI965956,3
2018-05,HI969539,7
2018-05,HI969840,6
2018-05,HI978590,9
2018-05,HI980650,3
2018-05,HI981240,8
2018-05,HI984860,3
2018-05,HI987024,2
2018-05,HI990013,10
2018-05,HI990855,3
2018-05,HI992479,2
2018-05,HI994221,7
